,dialog_idx,utterance_idx,text,speaker,file_path,emotion,act
142,127_0,0,They're incredibly selfish. They're always up until the wee hours of the night playing their music so loudly. I have to wear earplugs to fall asleep!,0,./data/dailytalk/dailyTalk/audio_files/127_0_0.wav,anger,inform
143,127_0,1,Have you ever talked to them about it?,1,./data/dailytalk/dailyTalk/audio_files/127_0_1.wav,no emotion,question
144,127_0,2,"I tried to introduce myself to them when they moved in, but they were so arrogant that I didin't want to ever talk to them again!",0,./data/dailytalk/dailyTalk/audio_files/127_0_2.wav,anger,inform
145,127_0,3,What did they say?,1,./data/dailytalk/dailyTalk/audio_files/127_0_3.wav,no emotion,question
146,127_0,4,They both just talk about how great they are all the time.,0,./data/dailytalk/dailyTalk/audio_files/127_0_4.wav,anger,inform
147,127_0,5,They soud like the neighbours from hell!,1,./data/dailytalk/dailyTalk/audio_files/127_0_5.wav,anger,inform
148,127_0,6,"They are! Besides being loud and arrogant, they're also terrible gossips. They're always talking about everybody else in the apartment.",0,./data/dailytalk/dailyTalk/audio_files/127_0_6.wav,anger,inform
149,127_0,7,I thought you didn't talk to them much.,1,./data/dailytalk/dailyTalk/audio_files/127_0_7.wav,no emotion,inform
150,127_0,8,"I don't, but they talk so loudly that I can hear what they're talking about from my bedroom - and it's not very nice.",0,./data/dailytalk/dailyTalk/audio_files/127_0_8.wav,no emotion,inform
151,127_0,9,Umm what do the other people in your apartment think about them?,1,./data/dailytalk/dailyTalk/audio_files/127_0_9.wav,no emotion,question
152,127_0,10,Most of my other neighbours are scared of them.,0,./data/dailytalk/dailyTalk/audio_files/127_0_10.wav,no emotion,inform
153,127_0,11,Maybe you should think about moving.,1,./data/dailytalk/dailyTalk/audio_files/127_0_11.wav,no emotion,inform
154,127_0,12,I can't afford to move right now.,0,./data/dailytalk/dailyTalk/audio_files/127_0_12.wav,disgust,inform
155,127_0,13,"Perhaps you should have a party and try to get to know them better. Maybe once you get to know them, they'll turn out to be more sensitive.",1,./data/dailytalk/dailyTalk/audio_files/127_0_13.wav,no emotion,inform
156,127_0,14,"I think you're being a bit optimistic. If you met them, you'd understand.",0,./data/dailytalk/dailyTalk/audio_files/127_0_14.wav,disgust,inform
157,127_0,15,"Well, I don't know what else you could do then. Do you think bribing them with chocolate would work?",1,./data/dailytalk/dailyTalk/audio_files/127_0_15.wav,no emotion,question
158,130_0,0,She works as a teller in a bank.,0,./data/dailytalk/dailyTalk/audio_files/130_0_0.wav,no emotion,inform
159,130_0,1,Does she go to night school?,1,./data/dailytalk/dailyTalk/audio_files/130_0_1.wav,no emotion,question
160,130_0,2,Yes. She goes three times a week.,0,./data/dailytalk/dailyTalk/audio_files/130_0_2.wav,no emotion,inform
161,130_0,3,Uh! Why? What does she want to be?,1,./data/dailytalk/dailyTalk/audio_files/130_0_3.wav,no emotion,question
162,130_0,4,She wants to be a manager.,0,./data/dailytalk/dailyTalk/audio_files/130_0_4.wav,no emotion,inform
163,130_0,5,What classes does she take?,1,./data/dailytalk/dailyTalk/audio_files/130_0_5.wav,no emotion,question
164,132_0,0,Umm I'm afraid I have lost my air ticket while I was shopping.,0,./data/dailytalk/dailyTalk/audio_files/132_0_0.wav,no emotion,inform
165,132_0,1,I'm sorry to hear that. Did you check your shoulder bag carefully?,1,./data/dailytalk/dailyTalk/audio_files/132_0_1.wav,no emotion,question
166,133_0,0,I’ve got a new boss.,0,./data/dailytalk/dailyTalk/audio_files/133_0_0.wav,no emotion,inform
167,133_0,1,"Oh, what’s he like?",1,./data/dailytalk/dailyTalk/audio_files/133_0_1.wav,no emotion,question
168,134_0,0,Do you mind telling me your name?,0,./data/dailytalk/dailyTalk/audio_files/134_0_0.wav,no emotion,directive
169,134_0,1,Umm of course not. My name is Li Ping. Is this all your baggage?,1,./data/dailytalk/dailyTalk/audio_files/134_0_1.wav,no emotion,question
170,134_0,2,"Yes, it is. I usually travel light.",0,./data/dailytalk/dailyTalk/audio_files/134_0_2.wav,no emotion,inform
171,134_0,3,Welcome to Hong Kong. I'll go and get the car. Could you please wait a few minutes?,1,./data/dailytalk/dailyTalk/audio_files/134_0_3.wav,no emotion,directive
172,136_0,0,I have been employed as a secretary at a trading company.,0,./data/dailytalk/dailyTalk/audio_files/136_0_0.wav,no emotion,inform
173,136_0,1,What do you think of your present job?,1,./data/dailytalk/dailyTalk/audio_files/136_0_1.wav,no emotion,question
174,136_0,2,I find it interesting.,0,./data/dailytalk/dailyTalk/audio_files/136_0_2.wav,no emotion,inform
175,136_0,3,How do you get to office?,1,./data/dailytalk/dailyTalk/audio_files/136_0_3.wav,no emotion,question
176,136_0,4,I go to the office by bus every day.,0,./data/dailytalk/dailyTalk/audio_files/136_0_4.wav,no emotion,inform
177,136_0,5,Umm what does your work consist of exactly?,1,./data/dailytalk/dailyTalk/audio_files/136_0_5.wav,no emotion,question
178,136_0,6,My main responsibility is trouble-shooting between top management and the general employees.,0,./data/dailytalk/dailyTalk/audio_files/136_0_6.wav,no emotion,inform
179,136_0,7,Would you mind working overtime at night?,1,./data/dailytalk/dailyTalk/audio_files/136_0_7.wav,no emotion,directive
180,136_0,8,"No, often my boss requires overtime work.",0,./data/dailytalk/dailyTalk/audio_files/136_0_8.wav,no emotion,commissive
181,136_0,9,How much money are you making a month?,1,./data/dailytalk/dailyTalk/audio_files/136_0_9.wav,no emotion,question
182,136_0,10,Five thousand yuan a month.,0,./data/dailytalk/dailyTalk/audio_files/136_0_10.wav,no emotion,inform
183,136_0,11,Why do you plan to change your job?,1,./data/dailytalk/dailyTalk/audio_files/136_0_11.wav,no emotion,question
184,137_0,0,You didn't show up to my performance last night! Some kind of friend you are!,0,./data/dailytalk/dailyTalk/audio_files/137_0_0.wav,anger,inform
185,137_0,1,Give me a chance to explain. I was on my way and I had an accident.,1,./data/dailytalk/dailyTalk/audio_files/137_0_1.wav,no emotion,inform
186,137_2,0,I guess I misjudged you. I hope you can forgive me.,0,./data/dailytalk/dailyTalk/audio_files/137_2_0.wav,no emotion,inform
187,137_2,1,"Of course I forgive you. What are friends for? Now, what am I going to do for that other guy?",1,./data/dailytalk/dailyTalk/audio_files/137_2_1.wav,no emotion,question
188,139_0,0,"I almost did! Actually, I don't know that much about coffee, even though I sell it.",0,./data/dailytalk/dailyTalk/audio_files/139_0_0.wav,happiness,inform
189,139_0,1,I could give you a few pointers if you want. I know a lot about coffee.,1,./data/dailytalk/dailyTalk/audio_files/139_0_1.wav,no emotion,directive
190,141_0,0,I need help finding a gift for my daughter.,0,./data/dailytalk/dailyTalk/audio_files/141_0_0.wav,no emotion,directive
191,141_0,1,Would she like a laptop?,1,./data/dailytalk/dailyTalk/audio_files/141_0_1.wav,no emotion,question
192,141_0,2,That sounds like a good idea.,0,./data/dailytalk/dailyTalk/audio_files/141_0_2.wav,happiness,inform
193,141_0,3,A Mac is a very popular brand.,1,./data/dailytalk/dailyTalk/audio_files/141_0_3.wav,no emotion,directive
194,141_0,4,She mentioned a Mac. How much is it?,0,./data/dailytalk/dailyTalk/audio_files/141_0_4.wav,no emotion,question
195,141_0,5,A fifteen - inch Pro model is twenty one hundred dollars plus tax.,1,./data/dailytalk/dailyTalk/audio_files/141_0_5.wav,no emotion,inform
196,144_0,0,Thank you very much.,0,./data/dailytalk/dailyTalk/audio_files/144_0_0.wav,no emotion,commissive
197,144_0,1,"Thank you, sir. Enjoy your stay with us.",1,./data/dailytalk/dailyTalk/audio_files/144_0_1.wav,no emotion,inform
198,14_0,0,"Umm excuse me? Can you do me a favor, please?",0,./data/dailytalk/dailyTalk/audio_files/14_0_0.wav,no emotion,directive
199,14_0,1,"It's my pleasure, what can I do for you?",1,./data/dailytalk/dailyTalk/audio_files/14_0_1.wav,happiness,question
200,14_0,2,I'm from England and I'm trying to make a travel plan for today.,0,./data/dailytalk/dailyTalk/audio_files/14_0_2.wav,no emotion,inform
201,14_0,3,What brings you here?,1,./data/dailytalk/dailyTalk/audio_files/14_0_3.wav,no emotion,question
202,14_0,4,I'm a flight attendant and I'm here on vacation.,0,./data/dailytalk/dailyTalk/audio_files/14_0_4.wav,no emotion,inform
203,14_0,5,Where are you staying?,1,./data/dailytalk/dailyTalk/audio_files/14_0_5.wav,no emotion,question
204,14_0,6,I live in the Holiday Inn Lido Hotel.,0,./data/dailytalk/dailyTalk/audio_files/14_0_6.wav,no emotion,inform
205,14_0,7,"Oh, it's not very far. And as far as I know it is a fancy place.",1,./data/dailytalk/dailyTalk/audio_files/14_0_7.wav,no emotion,inform
206,14_0,8,"Yes, it is. Do you know where I can get a town map?",0,./data/dailytalk/dailyTalk/audio_files/14_0_8.wav,no emotion,question
207,14_0,9,"We sell them, right here.",1,./data/dailytalk/dailyTalk/audio_files/14_0_9.wav,no emotion,inform
208,16_0,0,"Umm I am not certain, but I think I might ask to be considered for the new job.",1,./data/dailytalk/dailyTalk/audio_files/16_0_0.wav,no emotion,inform
209,16_0,1,Why are you considering trying for it?,0,./data/dailytalk/dailyTalk/audio_files/16_0_1.wav,no emotion,question
210,16_0,2,"I think that I might like it, but I am still thinking about it.",1,./data/dailytalk/dailyTalk/audio_files/16_0_2.wav,no emotion,inform
211,16_0,3,What is it about this job that appeals to you?,0,./data/dailytalk/dailyTalk/audio_files/16_0_3.wav,no emotion,question
212,16_0,4,I think that I would enjoy the position but there isn't a lot of creativity involved.,1,./data/dailytalk/dailyTalk/audio_files/16_0_4.wav,no emotion,inform
213,16_0,5,"Yes, you could be right. There is a lot to consider.",0,./data/dailytalk/dailyTalk/audio_files/16_0_5.wav,no emotion,inform
